-8.948152661323547363e-01,2.172070264816284180e+00
7.568892240524291992e-01,8.052303791046142578e-01
-1.215056896209716797e+00,5.193721652030944824e-01
-8.880681395530700684e-01,1.772182941436767578e+00
-6.171293854713439941e-01,2.065858840942382812e+00
-2.159579098224639893e-01,3.397888898849487305e+00
-1.664872169494628906e-01,2.195234775543212891e+00
-9.796395897865295410e-01,2.030492305755615234e+00
1.701830267906188965e+00,-3.016261570155620575e-02
2.122639894485473633e+00,2.179286956787109375e+00
-3.960970044136047363e-01,3.637105703353881836e+00
-1.495217323303222656e+00,6.580399274826049805e-01
-6.695394515991210938e-01,2.047333002090454102e+00
-2.595540285110473633e-01,3.281302452087402344e+00
2.144852638244628906e+00,2.736302614212036133e-01
1.600168794393539429e-01,2.131948471069335938e+00
1.589098095893859863e+00,3.552197694778442383e+00
1.257463932037353516e+00,2.035791635513305664e+00
4.110000431537628174e-01,2.125467300415039062e+00
5.998986959457397461e-01,6.253222227096557617e-01
1.477737128734588623e-01,2.628780305385589600e-01
-3.142623603343963623e-01,6.958866715431213379e-01
-9.164287894964218140e-02,1.591169357299804688e+00
2.391666024923324585e-01,2.041667699813842773e+00
-1.028714627027511597e-01,3.717315196990966797e+00
-1.372885406017303467e-01,3.033097386360168457e-01
1.675712227821350098e+00,2.090061426162719727e+00
1.288643121719360352e+00,1.018447056412696838e-01
1.007045865058898926e+00,3.555301904678344727e+00
4.525236785411834717e-01,2.091686725616455078e+00
1.390567898750305176e+00,3.573404788970947266e+00
1.979126334190368652e+00,2.509618520736694336e+00
2.075862169265747070e+00,3.916918039321899414e+00
7.413939833641052246e-01,4.233883857727050781e+00
2.558204889297485352e+00,-1.083594918251037598e+00
-1.239593848586082458e-01,1.959790706634521484e+00
2.655454158782958984e+00,1.575071692466735840e+00
3.117408514022827148e+00,1.595201492309570312e+00
2.138411045074462891e+00,2.355385541915893555e+00
1.963142871856689453e+00,-4.783523976802825928e-01
3.075573682785034180e+00,6.656247973442077637e-01
2.639097690582275391e+00,3.447858572006225586e+00
1.010223984718322754e+00,1.131515979766845703e+00
2.772190570831298828e+00,9.823222756385803223e-01
2.359283685684204102e+00,2.344219923019409180e+00
1.374277710914611816e+00,3.611611604690551758e+00
1.452782392501831055e+00,2.409052133560180664e+00
1.105316400527954102e+00,2.863009691238403320e+00
2.155194520950317383e+00,8.350081443786621094e-01
2.201412916183471680e+00,3.547063767910003662e-01
-9.484671801328659058e-02,1.368668317794799805e+00
