Name,Vector1,Vector2,Row,Column,F,Well,Compound,Concentration
r05c23f08p01-sk1fk1fl1.tiff,-1.4653178,-0.8932354,E,23,08,E23,DMSO,
r05c23f09p01-sk1fk1fl1.tiff,-1.6119717,-1.2550032,E,23,09,E23,DMSO,
r05c24f01p01-sk1fk1fl1.tiff,-1.9476181,-2.603672,E,24,01,E24,DMSO,
r05c24f02p01-sk1fk1fl1.tiff,-2.9797122,-4.402965,E,24,02,E24,DMSO,
r05c24f03p01-sk1fk1fl1.tiff,-3.3884518,-2.102045,E,24,03,E24,DMSO,
r05c24f04p01-sk1fk1fl1.tiff,-3.1787386,-1.8768402,E,24,04,E24,DMSO,
r05c24f05p01-sk1fk1fl1.tiff,-1.6655117,-2.1229692,E,24,05,E24,DMSO,
r05c24f06p01-sk1fk1fl1.tiff,-1.7140758,-3.573845,E,24,06,E24,DMSO,
r05c24f07p01-sk1fk1fl1.tiff,-1.6262654,-1.6806641,E,24,07,E24,DMSO,
r05c24f08p01-sk1fk1fl1.tiff,-2.7640097,-4.0925217,E,24,08,E24,DMSO,
r05c24f09p01-sk1fk1fl1.tiff,-1.9796193,-3.5807946,E,24,09,E24,DMSO,
r06c01f01p01-sk1fk1fl1.tiff,2.4781046,3.5035055,F,01,01,F01,Rapamycin,50
r06c01f02p01-sk1fk1fl1.tiff,2.3807178,3.4052527,F,01,02,F01,Rapamycin,50
r06c01f03p01-sk1fk1fl1.tiff,2.6983094,3.5829806,F,01,03,F01,Rapamycin,50
r06c01f04p01-sk1fk1fl1.tiff,2.0753393,2.9933712,F,01,04,F01,Rapamycin,50
r06c01f05p01-sk1fk1fl1.tiff,2.1630006,3.046478,F,01,05,F01,Rapamycin,50
r06c01f06p01-sk1fk1fl1.tiff,2.8441863,3.5146263,F,01,06,F01,Rapamycin,50
r06c01f07p01-sk1fk1fl1.tiff,9.20147,4.742267,F,01,07,F01,Rapamycin,50
r06c01f08p01-sk1fk1fl1.tiff,2.0492716,2.7202392,F,01,08,F01,Rapamycin,50
r06c01f09p01-sk1fk1fl1.tiff,1.9934134,2.9865687,F,01,09,F01,Rapamycin,50
r06c02f01p01-sk1fk1fl1.tiff,0.36957732,-1.5169789,F,02,01,F02,Rapamycin,25
r06c02f02p01-sk1fk1fl1.tiff,0.27569506,-0.02121515,F,02,02,F02,Rapamycin,25
r06c02f03p01-sk1fk1fl1.tiff,0.36905813,-2.5767345,F,02,03,F02,Rapamycin,25
r06c02f04p01-sk1fk1fl1.tiff,0.62842125,-2.4531674,F,02,04,F02,Rapamycin,25
r06c02f05p01-sk1fk1fl1.tiff,0.62756306,-2.4791255,F,02,05,F02,Rapamycin,25
r06c02f06p01-sk1fk1fl1.tiff,0.39709815,-2.2083864,F,02,06,F02,Rapamycin,25
r06c02f07p01-sk1fk1fl1.tiff,0.4929638,-0.75245136,F,02,07,F02,Rapamycin,25
r06c02f08p01-sk1fk1fl1.tiff,0.41888443,-2.4820602,F,02,08,F02,Rapamycin,25
r06c02f09p01-sk1fk1fl1.tiff,0.3410475,-2.560846,F,02,09,F02,Rapamycin,25
r06c12f01p01-sk1fk1fl1.tiff,2.246524,3.0122964,F,12,01,F12,Rapamycin,50
r06c12f02p01-sk1fk1fl1.tiff,2.1861238,3.3055177,F,12,02,F12,Rapamycin,50
r06c12f03p01-sk1fk1fl1.tiff,2.247746,3.256889,F,12,03,F12,Rapamycin,50
r06c12f04p01-sk1fk1fl1.tiff,2.6062498,3.6033046,F,12,04,F12,Rapamycin,50
r06c12f05p01-sk1fk1fl1.tiff,1.9002855,2.8071337,F,12,05,F12,Rapamycin,50
r06c12f06p01-sk1fk1fl1.tiff,2.7757316,3.6727314,F,12,06,F12,Rapamycin,50
r06c12f07p01-sk1fk1fl1.tiff,2.452755,3.4102938,F,12,07,F12,Rapamycin,50
r06c12f08p01-sk1fk1fl1.tiff,2.3956409,3.317194,F,12,08,F12,Rapamycin,50
r06c12f09p01-sk1fk1fl1.tiff,2.103897,2.9140317,F,12,09,F12,Rapamycin,50
r06c13f01p01-sk1fk1fl1.tiff,0.05537107,-3.0748298,F,13,01,F13,Rapamycin,25
r06c13f02p01-sk1fk1fl1.tiff,0.7056866,-2.443898,F,13,02,F13,Rapamycin,25
r06c13f03p01-sk1fk1fl1.tiff,0.40609083,-2.5035338,F,13,03,F13,Rapamycin,25
r06c13f04p01-sk1fk1fl1.tiff,0.7166469,-2.4011934,F,13,04,F13,Rapamycin,25
r06c13f05p01-sk1fk1fl1.tiff,0.28708497,-2.5471542,F,13,05,F13,Rapamycin,25
r06c13f06p01-sk1fk1fl1.tiff,-0.13841568,-2.3143828,F,13,06,F13,Rapamycin,25
r06c13f07p01-sk1fk1fl1.tiff,0.4830542,-2.2603009,F,13,07,F13,Rapamycin,25
r06c13f08p01-sk1fk1fl1.tiff,0.5379786,-2.4565954,F,13,08,F13,Rapamycin,25
r06c13f09p01-sk1fk1fl1.tiff,0.3747445,-2.1066017,F,13,09,F13,Rapamycin,25
r06c23f01p01-sk1fk1fl1.tiff,-2.8878598,-4.239354,F,23,01,F23,DMSO,
r06c23f02p01-sk1fk1fl1.tiff,-3.584993,-2.989948,F,23,02,F23,DMSO,
r06c23f03p01-sk1fk1fl1.tiff,-3.0202234,-3.8146217,F,23,03,F23,DMSO,
r06c23f04p01-sk1fk1fl1.tiff,-2.0072045,-1.5354234,F,23,04,F23,DMSO,
r06c23f05p01-sk1fk1fl1.tiff,-3.2902324,-3.4216588,F,23,05,F23,DMSO,
r06c23f06p01-sk1fk1fl1.tiff,-0.19007139,-2.7113159,F,23,06,F23,DMSO,
r06c23f07p01-sk1fk1fl1.tiff,-1.3249649,-3.1803336,F,23,07,F23,DMSO,
r06c23f08p01-sk1fk1fl1.tiff,-1.8748692,-1.1742038,F,23,08,F23,DMSO,
r06c23f09p01-sk1fk1fl1.tiff,-3.1745567,-3.7567065,F,23,09,F23,DMSO,
r06c24f01p01-sk1fk1fl1.tiff,-1.9919611,-2.4376361,F,24,01,F24,DMSO,
r06c24f02p01-sk1fk1fl1.tiff,-3.0092614,-2.9103131,F,24,02,F24,DMSO,
r06c24f03p01-sk1fk1fl1.tiff,-1.4960945,-3.5595877,F,24,03,F24,DMSO,
r06c24f04p01-sk1fk1fl1.tiff,-2.6195729,-2.9767902,F,24,04,F24,DMSO,
r06c24f05p01-sk1fk1fl1.tiff,-1.9945525,-2.1487505,F,24,05,F24,DMSO,
r06c24f06p01-sk1fk1fl1.tiff,-1.5482036,-1.7967243,F,24,06,F24,DMSO,
r06c24f07p01-sk1fk1fl1.tiff,-2.2594543,-1.4661549,F,24,07,F24,DMSO,
r06c24f08p01-sk1fk1fl1.tiff,-2.3634582,-1.5344565,F,24,08,F24,DMSO,
r06c24f09p01-sk1fk1fl1.tiff,-3.1513665,-3.5334554,F,24,09,F24,DMSO,
r07c01f01p01-sk1fk1fl1.tiff,1.461293,2.0509386,G,01,01,G01,Rotenone,50
r07c01f02p01-sk1fk1fl1.tiff,1.0940503,0.59525454,G,01,02,G01,Rotenone,50
r07c01f03p01-sk1fk1fl1.tiff,1.0672954,1.3027958,G,01,03,G01,Rotenone,50
r07c01f04p01-sk1fk1fl1.tiff,0.70836693,1.1064181,G,01,04,G01,Rotenone,50
r07c01f05p01-sk1fk1fl1.tiff,0.5931125,1.1008177,G,01,05,G01,Rotenone,50
r07c01f06p01-sk1fk1fl1.tiff,1.3300472,1.6153706,G,01,06,G01,Rotenone,50
r07c01f07p01-sk1fk1fl1.tiff,1.2153463,1.8328775,G,01,07,G01,Rotenone,50
r07c01f08p01-sk1fk1fl1.tiff,1.3783147,1.7086732,G,01,08,G01,Rotenone,50
r07c01f09p01-sk1fk1fl1.tiff,1.1964703,0.7346751,G,01,09,G01,Rotenone,50
r07c02f01p01-sk1fk1fl1.tiff,1.1267956,0.6607784,G,02,01,G02,Rotenone,25
r07c02f02p01-sk1fk1fl1.tiff,1.1308925,-0.010194535,G,02,02,G02,Rotenone,25
r07c02f03p01-sk1fk1fl1.tiff,1.240146,0.7353712,G,02,03,G02,Rotenone,25
r07c02f04p01-sk1fk1fl1.tiff,-0.689269,-1.4661423,G,02,04,G02,Rotenone,25
r07c02f05p01-sk1fk1fl1.tiff,0.5454455,-0.29910377,G,02,05,G02,Rotenone,25
r07c02f06p01-sk1fk1fl1.tiff,0.34368622,0.06229872,G,02,06,G02,Rotenone,25
r07c02f07p01-sk1fk1fl1.tiff,1.1898578,0.96605873,G,02,07,G02,Rotenone,25
r07c02f08p01-sk1fk1fl1.tiff,0.8590163,0.032077115,G,02,08,G02,Rotenone,25
r07c02f09p01-sk1fk1fl1.tiff,0.8490428,-0.66487634,G,02,09,G02,Rotenone,25
r07c12f01p01-sk1fk1fl1.tiff,1.0366483,-0.55581284,G,12,01,G12,Rotenone,50
r07c12f02p01-sk1fk1fl1.tiff,0.80949926,0.0158337,G,12,02,G12,Rotenone,50
r07c12f03p01-sk1fk1fl1.tiff,1.0685563,-0.25659525,G,12,03,G12,Rotenone,50
r07c12f04p01-sk1fk1fl1.tiff,0.6773728,-0.096353106,G,12,04,G12,Rotenone,50
r07c12f05p01-sk1fk1fl1.tiff,0.9462881,-0.6298613,G,12,05,G12,Rotenone,50
r07c12f06p01-sk1fk1fl1.tiff,1.162743,0.50281495,G,12,06,G12,Rotenone,50
r07c12f07p01-sk1fk1fl1.tiff,0.7657357,0.12964189,G,12,07,G12,Rotenone,50
r07c12f08p01-sk1fk1fl1.tiff,0.5481061,0.25221348,G,12,08,G12,Rotenone,50
r07c12f09p01-sk1fk1fl1.tiff,0.84239835,-0.6750351,G,12,09,G12,Rotenone,50
r07c13f01p01-sk1fk1fl1.tiff,0.9013582,-0.76408076,G,13,01,G13,Rotenone,25
r07c13f02p01-sk1fk1fl1.tiff,-0.0011265752,-0.49524307,G,13,02,G13,Rotenone,25
r07c13f03p01-sk1fk1fl1.tiff,0.93209904,-0.610768,G,13,03,G13,Rotenone,25
r07c13f04p01-sk1fk1fl1.tiff,0.74983233,-0.6729589,G,13,04,G13,Rotenone,25
r07c13f05p01-sk1fk1fl1.tiff,0.85683435,-0.87449235,G,13,05,G13,Rotenone,25
r07c13f06p01-sk1fk1fl1.tiff,0.3898304,-0.52312416,G,13,06,G13,Rotenone,25
r07c13f07p01-sk1fk1fl1.tiff,0.962114,0.050678737,G,13,07,G13,Rotenone,25
r07c13f08p01-sk1fk1fl1.tiff,1.0683188,-0.7881803,G,13,08,G13,Rotenone,25
r07c13f09p01-sk1fk1fl1.tiff,0.88483983,-1.0784007,G,13,09,G13,Rotenone,25
r07c23f01p01-sk1fk1fl1.tiff,-2.1832669,-3.2815642,G,23,01,G23,DMSO,
r07c23f02p01-sk1fk1fl1.tiff,-2.3711805,-4.2918177,G,23,02,G23,DMSO,
r07c23f03p01-sk1fk1fl1.tiff,-2.4780455,-4.0797763,G,23,03,G23,DMSO,
r07c23f04p01-sk1fk1fl1.tiff,-0.19434628,-3.0371504,G,23,04,G23,DMSO,
r07c23f05p01-sk1fk1fl1.tiff,-0.5514725,-2.6978202,G,23,05,G23,DMSO,
r07c23f06p01-sk1fk1fl1.tiff,-1.8842144,-3.4174721,G,23,06,G23,DMSO,
r07c23f07p01-sk1fk1fl1.tiff,-2.1991894,-4.3053036,G,23,07,G23,DMSO,
r07c23f08p01-sk1fk1fl1.tiff,-2.3512652,-3.2538836,G,23,08,G23,DMSO,
r07c23f09p01-sk1fk1fl1.tiff,-2.950999,-3.0932803,G,23,09,G23,DMSO,
r07c24f01p01-sk1fk1fl1.tiff,-2.891938,-3.340367,G,24,01,G24,DMSO,
r07c24f02p01-sk1fk1fl1.tiff,-2.2221267,-2.7410696,G,24,02,G24,DMSO,
r07c24f03p01-sk1fk1fl1.tiff,-2.0807867,-1.7579579,G,24,03,G24,DMSO,
r07c24f04p01-sk1fk1fl1.tiff,-1.685297,-1.8550638,G,24,04,G24,DMSO,
r07c24f05p01-sk1fk1fl1.tiff,-2.2276225,-2.945868,G,24,05,G24,DMSO,
r07c24f06p01-sk1fk1fl1.tiff,-1.913515,-2.4453526,G,24,06,G24,DMSO,
r07c24f07p01-sk1fk1fl1.tiff,-2.5309117,-4.151008,G,24,07,G24,DMSO,
r07c24f08p01-sk1fk1fl1.tiff,-2.7121718,-2.62689,G,24,08,G24,DMSO,
r07c24f09p01-sk1fk1fl1.tiff,-1.8782057,-2.9476109,G,24,09,G24,DMSO,
r08c01f01p01-sk1fk1fl1.tiff,12.9114895,3.2577941,H,01,01,H01,Tetrandrine,50
r08c01f02p01-sk1fk1fl1.tiff,11.828067,3.2340646,H,01,02,H01,Tetrandrine,50
r08c01f03p01-sk1fk1fl1.tiff,11.513014,3.2879446,H,01,03,H01,Tetrandrine,50
r08c01f04p01-sk1fk1fl1.tiff,10.994111,3.83046,H,01,04,H01,Tetrandrine,50
r08c01f05p01-sk1fk1fl1.tiff,11.969297,2.8424087,H,01,05,H01,Tetrandrine,50
r08c01f06p01-sk1fk1fl1.tiff,11.00836,3.9162686,H,01,06,H01,Tetrandrine,50
r08c01f07p01-sk1fk1fl1.tiff,12.428767,3.1493425,H,01,07,H01,Tetrandrine,50
r08c01f08p01-sk1fk1fl1.tiff,12.531625,3.215036,H,01,08,H01,Tetrandrine,50
r08c01f09p01-sk1fk1fl1.tiff,11.284446,3.2175252,H,01,09,H01,Tetrandrine,50
r08c02f01p01-sk1fk1fl1.tiff,11.0639515,3.5741339,H,02,01,H02,Tetrandrine,25
r08c02f02p01-sk1fk1fl1.tiff,12.51924,3.2786877,H,02,02,H02,Tetrandrine,25
r08c02f03p01-sk1fk1fl1.tiff,12.458247,3.3862362,H,02,03,H02,Tetrandrine,25
r08c02f04p01-sk1fk1fl1.tiff,12.591875,3.3082955,H,02,04,H02,Tetrandrine,25
r08c02f05p01-sk1fk1fl1.tiff,11.822135,3.5342536,H,02,05,H02,Tetrandrine,25
r08c02f06p01-sk1fk1fl1.tiff,13.420135,3.5906186,H,02,06,H02,Tetrandrine,25
r08c02f07p01-sk1fk1fl1.tiff,12.419938,3.2811906,H,02,07,H02,Tetrandrine,25
r08c02f08p01-sk1fk1fl1.tiff,12.69115,3.5235543,H,02,08,H02,Tetrandrine,25
r08c02f09p01-sk1fk1fl1.tiff,13.486655,3.6025472,H,02,09,H02,Tetrandrine,25
r08c12f01p01-sk1fk1fl1.tiff,13.289524,3.5578158,H,12,01,H12,Tetrandrine,50
r08c12f02p01-sk1fk1fl1.tiff,13.118274,3.573198,H,12,02,H12,Tetrandrine,50
r08c12f03p01-sk1fk1fl1.tiff,10.939009,3.9255023,H,12,03,H12,Tetrandrine,50
r08c12f04p01-sk1fk1fl1.tiff,10.300647,4.3401046,H,12,04,H12,Tetrandrine,50
r08c12f05p01-sk1fk1fl1.tiff,12.498289,3.4037,H,12,05,H12,Tetrandrine,50
r08c12f06p01-sk1fk1fl1.tiff,13.389328,3.672518,H,12,06,H12,Tetrandrine,50
r08c12f07p01-sk1fk1fl1.tiff,11.795019,3.2366867,H,12,07,H12,Tetrandrine,50
r08c12f08p01-sk1fk1fl1.tiff,10.04467,4.433106,H,12,08,H12,Tetrandrine,50
r08c12f09p01-sk1fk1fl1.tiff,12.2432575,3.3518345,H,12,09,H12,Tetrandrine,50
r08c13f01p01-sk1fk1fl1.tiff,10.147833,4.4774394,H,13,01,H13,Tetrandrine,25
r08c13f02p01-sk1fk1fl1.tiff,13.261093,3.5902817,H,13,02,H13,Tetrandrine,25
r08c13f03p01-sk1fk1fl1.tiff,9.741661,4.516875,H,13,03,H13,Tetrandrine,25
r08c13f04p01-sk1fk1fl1.tiff,10.395561,4.1707883,H,13,04,H13,Tetrandrine,25
r08c13f05p01-sk1fk1fl1.tiff,9.902756,4.446505,H,13,05,H13,Tetrandrine,25
r08c13f06p01-sk1fk1fl1.tiff,9.898047,4.6263413,H,13,06,H13,Tetrandrine,25
r08c13f07p01-sk1fk1fl1.tiff,10.9978285,3.8426862,H,13,07,H13,Tetrandrine,25
r08c13f08p01-sk1fk1fl1.tiff,11.872899,3.111592,H,13,08,H13,Tetrandrine,25
r08c13f09p01-sk1fk1fl1.tiff,11.087818,3.83738,H,13,09,H13,Tetrandrine,25
r08c23f01p01-sk1fk1fl1.tiff,-2.890162,-2.4110444,H,23,01,H23,DMSO,
r08c23f02p01-sk1fk1fl1.tiff,-2.3028808,-3.1802278,H,23,02,H23,DMSO,
r08c23f03p01-sk1fk1fl1.tiff,-2.7681618,-3.663382,H,23,03,H23,DMSO,
r08c23f04p01-sk1fk1fl1.tiff,-2.3164892,-0.8348001,H,23,04,H23,DMSO,
r08c23f05p01-sk1fk1fl1.tiff,0.06910961,-0.94652665,H,23,05,H23,DMSO,
r08c23f06p01-sk1fk1fl1.tiff,-1.7822409,-3.548062,H,23,06,H23,DMSO,
r08c23f07p01-sk1fk1fl1.tiff,-1.2105343,-2.8102736,H,23,07,H23,DMSO,
r08c23f08p01-sk1fk1fl1.tiff,-3.1751356,-3.3369887,H,23,08,H23,DMSO,
r08c23f09p01-sk1fk1fl1.tiff,-1.6607568,-3.1894848,H,23,09,H23,DMSO,
r08c24f01p01-sk1fk1fl1.tiff,-2.8823857,-2.4399905,H,24,01,H24,DMSO,
r08c24f02p01-sk1fk1fl1.tiff,-3.1031864,-2.3875182,H,24,02,H24,DMSO,
r08c24f03p01-sk1fk1fl1.tiff,-1.7798318,-4.072253,H,24,03,H24,DMSO,
r08c24f04p01-sk1fk1fl1.tiff,-2.5490243,-2.0408475,H,24,04,H24,DMSO,
r08c24f05p01-sk1fk1fl1.tiff,-1.969945,-2.827781,H,24,05,H24,DMSO,
r08c24f06p01-sk1fk1fl1.tiff,-1.5010151,-2.1252034,H,24,06,H24,DMSO,
r08c24f07p01-sk1fk1fl1.tiff,-1.9817729,-4.1870875,H,24,07,H24,DMSO,
r08c24f08p01-sk1fk1fl1.tiff,-1.9392821,-2.7669876,H,24,08,H24,DMSO,
r08c24f09p01-sk1fk1fl1.tiff,-2.9712071,-3.3695211,H,24,09,H24,DMSO,
r09c01f01p01-sk1fk1fl1.tiff,0.1861221,0.24294877,I,01,01,I01,Berberine Chloride,50
r09c01f02p01-sk1fk1fl1.tiff,-0.04369831,-3.1984582,I,01,02,I01,Berberine Chloride,50
r09c01f03p01-sk1fk1fl1.tiff,-0.062493566,0.009871255,I,01,03,I01,Berberine Chloride,50
r09c01f04p01-sk1fk1fl1.tiff,-0.21755193,-3.5584354,I,01,04,I01,Berberine Chloride,50
r09c01f05p01-sk1fk1fl1.tiff,-0.59450704,-1.5559834,I,01,05,I01,Berberine Chloride,50
r09c01f06p01-sk1fk1fl1.tiff,-0.07339597,0.16027083,I,01,06,I01,Berberine Chloride,50
r09c01f07p01-sk1fk1fl1.tiff,-0.0028862131,-0.22466324,I,01,07,I01,Berberine Chloride,50
r09c01f08p01-sk1fk1fl1.tiff,0.35130912,0.3194297,I,01,08,I01,Berberine Chloride,50
r09c01f09p01-sk1fk1fl1.tiff,-0.36799565,-0.7936336,I,01,09,I01,Berberine Chloride,50
r09c02f01p01-sk1fk1fl1.tiff,-0.25622436,-1.2804949,I,02,01,I02,Berberine Chloride,25
r09c02f02p01-sk1fk1fl1.tiff,-0.07298098,-2.9565077,I,02,02,I02,Berberine Chloride,25
r09c02f03p01-sk1fk1fl1.tiff,-0.058193073,-3.458792,I,02,03,I02,Berberine Chloride,25
r09c02f04p01-sk1fk1fl1.tiff,-0.7946004,-3.434961,I,02,04,I02,Berberine Chloride,25
r09c02f05p01-sk1fk1fl1.tiff,-0.09906228,-3.0375445,I,02,05,I02,Berberine Chloride,25
r09c02f06p01-sk1fk1fl1.tiff,-0.61202526,-1.0999459,I,02,06,I02,Berberine Chloride,25
r09c02f07p01-sk1fk1fl1.tiff,-0.06730595,-1.3004464,I,02,07,I02,Berberine Chloride,25
r09c02f08p01-sk1fk1fl1.tiff,-0.9828518,-0.90380293,I,02,08,I02,Berberine Chloride,25
r09c02f09p01-sk1fk1fl1.tiff,-0.5515633,-3.9014575,I,02,09,I02,Berberine Chloride,25
r09c12f01p01-sk1fk1fl1.tiff,-0.37032428,-0.9182879,I,12,01,I12,Berberine Chloride,50
r09c12f02p01-sk1fk1fl1.tiff,-0.4653217,-3.936993,I,12,02,I12,Berberine Chloride,50
r09c12f03p01-sk1fk1fl1.tiff,-0.5218369,-3.7654016,I,12,03,I12,Berberine Chloride,50
r09c12f04p01-sk1fk1fl1.tiff,-0.2762287,-3.516276,I,12,04,I12,Berberine Chloride,50
r09c12f05p01-sk1fk1fl1.tiff,-0.06867265,-3.2554133,I,12,05,I12,Berberine Chloride,50
r09c12f06p01-sk1fk1fl1.tiff,-0.59143215,-3.9598944,I,12,06,I12,Berberine Chloride,50
r09c12f07p01-sk1fk1fl1.tiff,-0.70874035,-3.710414,I,12,07,I12,Berberine Chloride,50
r09c12f08p01-sk1fk1fl1.tiff,-0.34526855,-3.8558655,I,12,08,I12,Berberine Chloride,50
r09c12f09p01-sk1fk1fl1.tiff,-0.46875876,-3.845026,I,12,09,I12,Berberine Chloride,50
r09c13f01p01-sk1fk1fl1.tiff,-0.6002044,-3.9967809,I,13,01,I13,Berberine Chloride,25
r09c13f02p01-sk1fk1fl1.tiff,-0.24443968,-3.7962236,I,13,02,I13,Berberine Chloride,25
r09c13f03p01-sk1fk1fl1.tiff,-0.4511143,-3.923255,I,13,03,I13,Berberine Chloride,25
r09c13f04p01-sk1fk1fl1.tiff,-0.4382269,-3.912974,I,13,04,I13,Berberine Chloride,25
r09c13f05p01-sk1fk1fl1.tiff,-0.96564776,-3.9038985,I,13,05,I13,Berberine Chloride,25
r09c13f06p01-sk1fk1fl1.tiff,-0.576676,-3.7092993,I,13,06,I13,Berberine Chloride,25
r09c13f07p01-sk1fk1fl1.tiff,0.053435884,-2.9227843,I,13,07,I13,Berberine Chloride,25
r09c13f08p01-sk1fk1fl1.tiff,-1.5548508,-2.8297207,I,13,08,I13,Berberine Chloride,25
r09c13f09p01-sk1fk1fl1.tiff,-0.16455981,-3.2757595,I,13,09,I13,Berberine Chloride,25
r09c23f01p01-sk1fk1fl1.tiff,-3.148154,-2.9595342,I,23,01,I23,DMSO,
r09c23f02p01-sk1fk1fl1.tiff,-2.3864932,-2.5494084,I,23,02,I23,DMSO,
r09c23f03p01-sk1fk1fl1.tiff,-3.3966274,-2.9684362,I,23,03,I23,DMSO,
r09c23f04p01-sk1fk1fl1.tiff,-2.7387257,-3.4530754,I,23,04,I23,DMSO,
r09c23f05p01-sk1fk1fl1.tiff,-2.5542097,-3.7694283,I,23,05,I23,DMSO,
r09c23f06p01-sk1fk1fl1.tiff,-0.719193,-3.0529187,I,23,06,I23,DMSO,
r09c23f07p01-sk1fk1fl1.tiff,-2.227878,-1.7675692,I,23,07,I23,DMSO,
r09c23f08p01-sk1fk1fl1.tiff,-1.9983681,-3.0142574,I,23,08,I23,DMSO,
r09c23f09p01-sk1fk1fl1.tiff,-2.3477588,-3.6396484,I,23,09,I23,DMSO,
r09c24f01p01-sk1fk1fl1.tiff,-3.1142528,-2.6238365,I,24,01,I24,DMSO,
r09c24f02p01-sk1fk1fl1.tiff,-3.1306605,-2.3742824,I,24,02,I24,DMSO,
r09c24f03p01-sk1fk1fl1.tiff,-2.8616474,-3.90677,I,24,03,I24,DMSO,
r09c24f04p01-sk1fk1fl1.tiff,-2.3420725,-3.1382718,I,24,04,I24,DMSO,
r09c24f05p01-sk1fk1fl1.tiff,-2.223246,-1.7065874,I,24,05,I24,DMSO,
r09c24f06p01-sk1fk1fl1.tiff,-2.7249196,-2.2370868,I,24,06,I24,DMSO,
r09c24f07p01-sk1fk1fl1.tiff,-2.546923,-3.7848322,I,24,07,I24,DMSO,
r09c24f08p01-sk1fk1fl1.tiff,-1.9597509,-2.2138174,I,24,08,I24,DMSO,
r09c24f09p01-sk1fk1fl1.tiff,-1.6169715,-1.9062984,I,24,09,I24,DMSO,
r10c01f01p01-sk1fk1fl1.tiff,3.4878771,6.2424917,J,01,01,J01,Brefeldin A,50
r10c01f02p01-sk1fk1fl1.tiff,3.4551961,5.7285933,J,01,02,J01,Brefeldin A,50
r10c01f03p01-sk1fk1fl1.tiff,3.0495255,5.903899,J,01,03,J01,Brefeldin A,50
r10c01f04p01-sk1fk1fl1.tiff,3.7205818,5.889093,J,01,04,J01,Brefeldin A,50
r10c01f05p01-sk1fk1fl1.tiff,3.1855652,5.9560547,J,01,05,J01,Brefeldin A,50
r10c01f06p01-sk1fk1fl1.tiff,3.0103908,5.735518,J,01,06,J01,Brefeldin A,50
r10c01f07p01-sk1fk1fl1.tiff,3.452348,5.3692493,J,01,07,J01,Brefeldin A,50
r10c01f08p01-sk1fk1fl1.tiff,3.8393893,6.0824876,J,01,08,J01,Brefeldin A,50
r10c01f09p01-sk1fk1fl1.tiff,3.7377708,6.009993,J,01,09,J01,Brefeldin A,50
r10c02f01p01-sk1fk1fl1.tiff,3.6532466,6.443062,J,02,01,J02,Brefeldin A,25
r10c02f02p01-sk1fk1fl1.tiff,3.2617555,5.7540717,J,02,02,J02,Brefeldin A,25
r10c02f03p01-sk1fk1fl1.tiff,3.8063414,6.2266054,J,02,03,J02,Brefeldin A,25
r10c02f04p01-sk1fk1fl1.tiff,3.285744,6.483113,J,02,04,J02,Brefeldin A,25
r10c02f05p01-sk1fk1fl1.tiff,3.182511,6.249744,J,02,05,J02,Brefeldin A,25
r10c02f06p01-sk1fk1fl1.tiff,3.1531382,5.8309445,J,02,06,J02,Brefeldin A,25
r10c02f07p01-sk1fk1fl1.tiff,3.0442667,5.549366,J,02,07,J02,Brefeldin A,25
r10c02f08p01-sk1fk1fl1.tiff,3.3944843,6.39922,J,02,08,J02,Brefeldin A,25
r10c02f09p01-sk1fk1fl1.tiff,3.4445848,6.5628366,J,02,09,J02,Brefeldin A,25
r10c12f01p01-sk1fk1fl1.tiff,3.7868035,6.1055865,J,12,01,J12,Brefeldin A,50
r10c12f02p01-sk1fk1fl1.tiff,3.107737,5.9037056,J,12,02,J12,Brefeldin A,50
r10c12f03p01-sk1fk1fl1.tiff,3.7579048,6.0126266,J,12,03,J12,Brefeldin A,50
r10c12f04p01-sk1fk1fl1.tiff,3.4532235,6.4567375,J,12,04,J12,Brefeldin A,50
r10c12f05p01-sk1fk1fl1.tiff,3.7580814,5.9140325,J,12,05,J12,Brefeldin A,50
r10c12f06p01-sk1fk1fl1.tiff,3.7490036,5.9296994,J,12,06,J12,Brefeldin A,50
r10c12f07p01-sk1fk1fl1.tiff,3.7615457,6.368436,J,12,07,J12,Brefeldin A,50
r10c12f08p01-sk1fk1fl1.tiff,2.996575,5.949881,J,12,08,J12,Brefeldin A,50
r10c12f09p01-sk1fk1fl1.tiff,3.234005,6.3421493,J,12,09,J12,Brefeldin A,50
r10c13f01p01-sk1fk1fl1.tiff,3.0150213,5.781966,J,13,01,J13,Brefeldin A,25
r10c13f02p01-sk1fk1fl1.tiff,3.180861,6.2189565,J,13,02,J13,Brefeldin A,25
r10c13f03p01-sk1fk1fl1.tiff,3.7060583,6.1865683,J,13,03,J13,Brefeldin A,25
r10c13f04p01-sk1fk1fl1.tiff,3.7607472,6.4558635,J,13,04,J13,Brefeldin A,25
r10c13f05p01-sk1fk1fl1.tiff,3.762825,6.4135222,J,13,05,J13,Brefeldin A,25
r10c13f06p01-sk1fk1fl1.tiff,3.6104047,6.3963556,J,13,06,J13,Brefeldin A,25
r10c13f07p01-sk1fk1fl1.tiff,3.2848444,5.9625483,J,13,07,J13,Brefeldin A,25
r10c13f08p01-sk1fk1fl1.tiff,3.6457703,6.274574,J,13,08,J13,Brefeldin A,25
r10c13f09p01-sk1fk1fl1.tiff,3.1956024,6.0026026,J,13,09,J13,Brefeldin A,25
